Charc,Movie
",Sulakshana Pandit,Sanjeev Kumar,Neetu Singh,Amjad Khan,Soni,Sher Khan,Ravi Tandon",Waqt Ki Deewar
",Konkona Sen Sharma,Ekta Kapoor,Vishal Bhardwaj,Kalki Koechlin,Emraan Hashmi,Rekha Bhardwaj,Shobha Kapoor",Ek Thi Daayan
",Biren Nag,Daphne du Maurier,Lalita Pawar,Alfred Hitchcock,Waheeda Rehman,Hemant Kumar,Guru Dutt,Kaifi Azmi",Kohraa
,Raja Harishchandra
",Manisha Koirala",Paisa Vasool
",Usha Khanna,Feroz Khan,Deven Verma,Tanuja",Aaja Sanam
",Deven Verma,Rekha,Shreeram Lagoo,Kaifi Azmi,Sahir Ludhianvi",Deedar-E-Yaar
",Shilpa Shukla,Rajesh Vivek",Mumbai Mast Kallander
",L. V. Prasad,Rajesh Roshan,Reena Roy,Bindiya Goswami",Jay Vejay
",Anubhav Sinha,Kareena Kapoor,Arjun Rampal,Shahrukh Khan,Dalip Tahil,Shahana Goswami",Ra.One
",Arjun Rampal,Naseeruddin Shah,Priyanka Chopra,Dipannita Sharma,Sharat Saxena",Asambhav
",Shilpa Anand",Bloody Isshq
",Amitabh Bachchan,Pran,Amrish Puri,Madan Puri,Prem Chopra,Hema Malini,Danny Denzongpa,Reena Roy,Rajnikanth,Inspector Durga Devi,S. A. Chandrasekhar,Dharmendra,Javed Akhtar,T. Rama Rao",Andha Kanoon
",Ashton Kutcher,Brittany Murphy,Robert Simonds,Shawn Levy,Sam Harper,Roger Ebert",Just Married
",Salman Khan,Sohail Khan,Amitabh Bachchan,Priyanka Chopra,Jim Carrey,Shabbir Ahmed",God Tussi Great Ho
",Durga Puja,Vyasa",Dharma
",Dasari Narayana Rao,Dimple Kapadia,Jeetendra,Sridevi",Zakhmi Sher
",Nikolai Gogol,Jhumpa Lahiri,Mira Nair,Sooni Taraporevala",The Namesake
",Tusshar Kapoor,Ram Kapoor,Amrita Rao,Harindranath Chattopadhyay",Love U...Mr. Kalakaar!
",Jeetendra,Reena Roy",Jeeo Aur Jeene Do
",Mahesh Manjrekar,Madhuri Dixit,Smita Jaykar,Namrata Shirodkar",Astitva
",Shabbir Ahmed",Badmashiyaan
",Jaya Prada,Jeetendra,Sobhan Babu,Vanisri,Dr. Vishnuvardhan",Sanjog
",Kabir,Ranvir Shorey,Mallika Sherawat,Pritish Nandy,Anu Malik",Ugly Aur Pagli
",Dimple Kapadia,Jackie Shroff,Mahesh Bhatt,Arshad Warsi,Rajesh Roshan,Kishore Kumar,Anupam Kher",Kaash
",Feroz Khan,Saira Banu,Dharmendra",International Crook
,Garam Masala
",Inspector Neeraj Kumar,Hema Malini,Bappi Lahiri,Jeetendra,Shatrughan Sinha,K. S. R. Das,Vijayashanti",Mulzim
",Peter Dickinson,Gabriel Narutowicz,John Selden",16-Dec
",Devendra Goel,Deven Verma,Asit Sen,Shatrughan Sinha",Aadmi Sadak Ka
,712 Phere
",Raj Khanna,Kajol,Rishi Kapoor,Pooja Batra,Rati Agnihotri,Shah Rukh Khan,Sunil Shetty,Anu Malik,Parmeet Sethi,Mita Vasisht",Kuch Khatti Kuch Meethi
",Karan Johar,Amitabh Bachchan,Kajol,Kareena Kapoor,Jaya Bachchan,Shah Rukh Khan,Hrithik Roshan,Yash Johar",Khushi
",Vinod Khanna,Anil Sharma,Rajinikanth,Sadashiv Amrapurkar",Farishtay
",Shivani,Ashok,Shah Rukh Khan,Madhuri Dixit,Deepak Tijori,Inspector Arjun Singh,Tinnu Anand,Yash Chopra,Mohanlal,Atul Agnihotri,Kiran Kumar,Anil Kapoor,Himani Shivpuri",Anjaam
",Madan Puri,Rekha,Shashi Kapoor,Ravindra Jain,Danny Denzongpa",Chor Machaye Shor
",Ashok Mishra,Shyam Benegal,Minissha Lamba,Boman Irani,Anupama Chopra,Sameer Dattani,Shantanu Moitra,Ashok Saraf",Well Done Abba
",Salman Khan,Anu Malik,Shilpa Shetty,Sunny Deol,Sanjay Dutt,Puneet Issar,Rakhi,Mukesh Rishi",Garv: Pride and Honour
",Raveena Tandon,Shah Rukh Khan,Kiran Kumar,Amit Kumar",Judaai
",Neal McDonough,Stan Lee",Dum
",Rajat Kapoor,Sanjay Mishra,Mani Kaul,Kumar Shahani,Anupama Chopra",Ankhon Dekhi
",Subhash Ghai,Anupam Kher,Dimple Kapadia,Anil Kapoor,Jackie Shroff,Madhuri Dixit,R.D. Burman,Paresh Rawal,Dalip Tahil",Ram Lakhan
",Rahul Bose,A. R. Rahman,Govind Nihalani,Mario Puzo,Sukhwinder Singh",Thakshak
",Amitabh Bachchan,Mehul Kumar,Nana Patekar,Jackie Shroff,Jaya Pradha,Danny Denzongpa,Dimple Kapadia,Karisma Kapoor,Arshad Warsi",Kohram
",Dr. Richard Dyer,Akshay Kapoor,Dia Mirza",Alag
",Rahul Bose,Mallika Sherawat,Kay Kay Menon,Khalid Mohamed,Paresh Rawal",Maan Gaye Mughal-e-Azam
",Zeenat Aman,Manmohan Desai,Dharmendra,Neetu Singh,Anand Bakshi,Bobby Deol,Ranjeet",Dharam Veer
",Harish Mishra,Amitabh Bachchan,Shefali Shah,Divya Dutta,Rituparno Ghosh,Preity Zinta,Arjun Rampal,Utpal Dutt,Sean Connery,Steve McQueen",The Last Lear
",Usha Mangeshkar,Kavi Pradeep,Narada,Mahendra Kapoor",Jai Santoshi Maa
",Lucian,Jesus,King Saul,Homer",Ghost
",Dev Anand,Naseeruddin Shah,Raja Sanjay Singh",Sau Crore
",Suraiya",Badi Bahen
",Balan K. Nair,Kamal Haasan,A. Vincent,G. Devarajan",Pyasa Shaitan
",Rajesh Khanna,K. Bhagyaraj,Sridevi",Masterji
",Nandan Nilekani",Sikka
",Shammi Kapoor,Sanjeev Kumar,Asit Sen,Asha Bhosle,Lou Jacobi,Jack Lemmon,R.D. Burman",Manoranjan
",Jeremy Clarkson",Footpath
",Kareena Kapoor,K.P. Singh,Rahul Bose,Sudhir Mishra,Anant Balani,Rinke Khanna,Amisha Patel",Chameli
",Vijay Arora,Rishi Kapoor,Aruna Irani,Amjad Khan,Jagdeep",Bade Dil Wala
",Rekha,Ranjeet",Sawan Bhadon
",Dilip Kumar,Madan Puri,Saira Banu,Prem Chopra,Leena Chandavarkar,Asit Sen,Anand Bakshi,Ruma Guha Thakurta,Kader Khan,Ramesh Sippy,Subhash Ghai",Bairaag
",Babbar Subhash,Kimi Katkar,Dalip Tahil",Adventures of Tarzan
",Utpal Dutt,Zeenat Aman,Aruna Irani,Raj Babbar,Sanjeev Kumar,Shakti Kapoor,Amol Palekar,Mithun Chakraborty",Baat Ban Jaye
",Salman Khan,Neelam Kothari,Anupam Kher",Ek Ladka Ek Ladki
",Mohanlal,Amitabh Bachchan,Arbaaz Ali Khan,Shekhar Kapur,Sunny Deol,Mehul Kumar,Paresh Rawal,Karishma Kapoor",Mrityudata
",Farhan Akhtar,Vidya Balan,Saket Chaudhary,Ila Arun,Ram Kapoor,Purab Kohli,Rati Agnihotri",Shaadi Ke Side Effects
",Jalal Agha,Simi Garewal,Asha Bhosle,Hari Singh,K. A. Abbas,Kaifi Azmi,Parveen Sultana,Lakshmi Shankar",Do Boond Pani
",Sunidhi Chauhan",Akaash Vani
",Madhuri Dixit,Anupam Kher,Saeed Jaffrey,Aamir Khan,Indra Kumar,Divya Bharti,Alka Yagnik,Anuradha Paudwal",Dil
",Sanjay Dutt,Shilpa Shetty,Sunil Shetty,Abhishek Bachchan,Zayed Khan,Anubhav Sinha,Mukul S. Anand",Dus
,Aparichit
",Naseeruddin Shah,Dimple Kapadia",Agnichakra
",John Green,Anupama Chopra",Luv Ka The End
",Mohammed Ali Jinnah",Filmistaan
",J. Om Prakash,Reena Roy,Meenakshi Sheshadri",Khilona
",Rajesh Khanna,Vinod Khanna,Manmohan Desai,M. G. Ramachandran,M. N. Nambiar",Sachaa Jhutha
",Apoorva Agnihotri,Mahima Chaudhry,Sunny Deol",Pyaar Koi Khel Nahin
",Arshad Warsi,Madhur Bhandarkar,Sharad Kapoor",Trishakti
",Ashok Kumar,Mehul Kumar,Shabana Azmi,Jeetendra,Shashikala",Anokha Bandhan
",Satyajit Ray,Mani Kaul,Kumar Shahani,Bimal Roy",Ghatak
",Ashok Kumar,Kader Khan,Sunil Dutt,Mithun Chakraborty,Prem Chopra,Moushumi Chatterjee,Lalita Pawar,Shakti Kapoor",Watan Ke Rakhwale
",Shahrukh Khan,Juhi Chawla,Amrita Singh,Nana Patekar,Raj Kapoor,Aziz Mirza,Satyajit Ray,Rajinikanth,Kumar Sanu,Jolly Mukherjee,Sudesh Bhonsle,Alka Yagnik,Sadhana Sargam",Raju Ban Gaya Gentleman
",Rishi Kapoor,Sridevi",Kaun
",Ajay Devgan,Kajol,Isha Sharvani,Divya Dutta,Sushma Swaraj,Vishal Bhardwaj,Adnan Sami",U Me Aur Hum
",Prem Chopra,Parikshit Sahni,Mithun Chakraborty,Parveen Babi,Jackie Shroff,Bappi Lahiri",Teri Bahon Mein
",Homi Adajania,Saif Ali Khan,Anupama Chopra,Dimple Kapadia,Boman Irani,Naseeruddin Shah,Simone Singh",Being Cyrus
",Udit Narayan",Unees-Bees
",Sanjay Dutt,Raghu bhai,Shilpa Shetty,Sharad Kapoor,Mahesh Manjrekar,Namrata Shirodkar,Anup Soni,Reema Lagoo,Gulshan Grover,Deepak Tijori",Hathyar
",Vinod Khanna,Sunil Shetty",Koyelaanchal
",Rakesh Roshan,Lalita Pawar,Sanjeev Kumar,Rajesh Roshan,Amol Palekar,Sowcar Janaki,Sivaji Ganesan,Kaikala Satyanarayana,A. K. Hangal",Shriman Shrimati
",Yash Chopra,Rishi Kapoor,Sridevi,Waheeda Rehman,Vinod Khanna,Anand Bakshi,Arun Kaul,Juhi Chawla,Madhuri Dixit",Chandni
",Ashraf Ali,Amisha Patel,Sunny Deol,Aamir Khan,Anand Bakshi,Amrish Puri",Gadar: Ek Prem Katha
",Durga,Anil Kapoor,Meenakshi Seshadri,Firoz Nadiadwala",Ghar Ho To Aisa
",Mithun Chakraborty,Nilu Phule",Bhayaanak
",Akshay Kumar,Mamta Kulkarni,Sadashiv Amrapurkar,Gulshan Grover",Sabse Bada Khiladi
",Ram,Amjad Ali Khan,Actor Shah Rukh Khan,Kamal Haasan,Atul Kulkarni,L. Subramaniam",Hey Ram
",Agha Shahid Ali,Rumi,Ustad Amanat Ali Khan,Ustad Mehdi Hassan,Jagjit Singh,Hafiz,Abida Parveen,Farida Khanum,Begum Akhtar,Friedrich Rückert,Annemarie Schimmel",Ghayal
",Juhi Babbar,Sharad Kapoor,Sonu Nigam",Kash Aap Hamare Hote
",King Muhammad Zahir Shah",Sardar
",Shah Rukh Khan,Sonali Bendre,Rajeshwari Sachdev,Kiran Kumar",English Babu Desi Mem
",Aamir Khan,Urmila Matondkar,A. R. Rahman,Saroj Khan,Jackie Shroff,Manish Malhotra,Asha Bhosle,Ram Gopal Varma",Rangeela
",Rajesh Khanna,Juhi Chawla,Ashok Kumar,David Dhawan,Krishnam Raju,Neena Gupta,Paresh Rawal",Swarg
",Kamaal Khan,Sunny Deol",Jo Bole So Nihaal
,Adalat
",Boman Irani,Farah Khan,Daisy Irani,Salman Khan,Kurush Deboo",Shirin Farhad Ki Toh Nikal Padi
",Gayatri Devi,Urmila Matondkar,Naseeruddin Shah,Ashmit Patel,Tulsidas,Kabir",Banaras: A Mystic Love Story
",Sylvester Stallone,Rocky Marciano,Rocky Graziano,Muhammad Ali,John G. Avildsen,Talia Shire,Adrian Pennino,Chuck Wepner,Joe Frazier,Carl Weathers,Vincent Canby,Ken Norton",Rocky
",Dharmendra,Anil Sharma,Rati Agnihotri,Anil Kapoor,Sadashiv Amrapurkar,Shammi Kapoor,Jugal Hansraj,Parikshit Sahni",Hukumat
",Karan Johar,Ashutosh Rana,Jawad Ahmed,Rahat Fateh Ali Khan",Humpty Sharma Ki Dulhania
",Sushmita Mukherjee,Sharman Joshi,Paresh Rawal,Arshad Warsi,Rimi Sen,Tusshar Kapoor,Rohit Shetty,Manoj Joshi,Mukesh Tiwari",Golmaal: Fun Unlimited
",Adah Sharma,Karan Johar,Manoj Joshi",Hasee Toh Phasee
",Abhishek Bachchan,Vivek Oberoi,Mani Ratnam,A. R. Rahman,Kareena Kapoor,Rani Mukerji,Esha Deol",Yuva
",Dimple Kapadia,Anupam Kher,Vinod Mehra,Amjad Khan,Shakti Kapoor,Mithun Chakraborty,Rajkumar Kohli,Meenakshi Sheshadri",Bees Saal Baad
",Cory Doctorow,Gerald Aungier",Dharavi
",Jaya Prada,Jeetendra,Bappi Lahiri,Kader Khan,Sobhan Babu,Vijayashanti",Majaal
",J. Om Prakash,Jagdish Kumar,Jeetendra,Rekha",Apna Bana Lo
,Highway
",Ravi Verma,Paresh Rawal,Sanjay Dutt,Raj Babbar,Salim Khan,Mahesh Bhatt,Marlon Brando,Aamir Khan,Vikram Bhatt,Rajesh Roshan,Anand Bakshi,Alok Nath,Amrita Singh",Kabzaa
",Paresh Rawal,Archana Puran Singh,Sneha Khanwalkar,Dibakar Banerjee,Abhay Deol,Manjot Singh,Neetu Chandra,Manu Rishi,Richa Chadda",Oye Lucky! Lucky Oye!
",A. R. Rahman,Sunil Shetty,Sohail Khan,Sunny Deol,Nauheed Cyrusi,John Abraham,Apoorva Agnihotri",Lakeer - Forbidden Lines
",Sanjay Kapoor,Priya Gill,Sushmita Sen,Basu Chatterjee,Simran Bagga,Jackie Shroff,Salman Khan",Sirf
",Faisal Kapadia",Kaagaz Ke Fools
",Hari Singh,Dimple Kapadia,Mithun Chakraborty,Rati Agnihotri,Salman Khan,Shantanu Moitra,Ronnie Screwvala,Ashok Mishra,Swanand Kirkire",Phir Kabhi
",Aditya Chopra,Yash Chopra",Veer-Zaara
",Sunny Leone,Parvin Dabas,Jennifer Lopez,Sandhya Mridul",Ragini MMS 2
",Ismail Darbar,Urmila Matondkar,Akshaye Khanna,Anees Bazmee,Richard Gere,Vijayendra Ghatge",Deewangee
",Christopher Columbus",Chocolate
",Shah Rukh Khan,Amol Palekar,Amitabh Bachchan,Sunil Shetty,Rani Mukerji,Naseeruddin Shah,Vijayadan Detha,Juhi Chawla,M. M. Keeravani,Anupam Kher",Paheli
",Ali Zafar,Ali,Anupam Kher,Kirron Kher",Total Siyapaa
",Farooq Shaikh,Kunal Ganjawalla",Listen... Amaya
",Soni Razdan,Naseeruddin Shah,Amol Palekar,Shabana Azmi,Vidhu Vinod Chopra,Sushma Seth",Khamosh
",Sanjay Gupta,Sanjay Dutt,Atul Agnihotri,Shakti Kapoor,Karishma Kapoor,Amitabh Bachchan,Raveena Tandon,Kader Khan,Tanuja,John Woo,Aditya Pancholi,Gulshan Grover",Aatish: Feel the Fire
",Emraan Hashmi,Dino Morea,Himesh Reshammiya,Udita Goswami,Anant Mahadevan,Tara Sharma",Aksar
",Om Puri,Vivek Shauq,Neha Dhupia,Rohit Roy,Simone Singh,Ramesh Sippy,Rabbi Shergill",Delhii Heights
",Yogendra Singh Yadav,Anu Malik,Raj Babbar,J. P. Dutta,Karan Nath,Manoj Bajpai,Abhishek Bachchan,Saurabh Kalia,Sanjay Dutt",LOC Kargil
",Arjun Singh,Amitabh Bachchan,Ramya Krishnan,Raveena Tandon,Paresh Rawal,Divya Dutta,Anupam Kher,Madhuri Dixit,David Dhawan,Michael Bay,Udit Narayan",Bade Miyan Chote Miyan
,Devaki
",Ammtoje Mann,Mrs. Indira Gandhi",Hawayein
",Sanjeev Kumar,Vidya Sinha,Ashok Kumar,Basu Chatterjee",Tumhare Liye
",Walter Diemer",Bubble Gum
",Dr. Aditya Shrivastav,Vidya Balan,Manoj Joshi,Akshay Kumar,Vikram Gokhale,Paresh Rawal,Shiney Ahuja,Ameesha Patel,Mohanlal,Rajpal Yadav",Bhool Bhulaiyaa
",Mira Nair,Denzel Washington,Sarita Choudhury,Idi Amin,Roshan Seth,Sooni Taraporevala,Ben Kingsley,Sharmila Tagore",Mississippi Masala
",Rakesh Roshan,Rishi Kapoor,Jeetendra,Rajesh Roshan,Hrithik Roshan,Ashok Kumar,Kishore Kumar,Amit Kumar,Mohd. Rafi",Aap Ke Deewane
",Lara Dutta,Anand Raj Anand,Vinay Pathak,Akshay Kumar,Mahesh Bhupathi,Shabbir Ahmed",Chalo Dilli
",Ajay Sharma,Ajay Devgan,Akshay Kumar,Karisma Kapoor,Dalip Tahil,Aruna Irani,Gufi Paintal,Suresh Oberoi",Suhaag
",Akshay Kumar,Twinkle Khanna,Dara Singh",Zulmi
",Gopi,Tania Zaetta,Arshad Warsi,Sharat Saxena,Sunil Shetty,Ashish Vidyarthi,Sadashiv Amrapurkar",Mr. White Mr. Black
",Eric Segal,Himesh Reshammiya,Shabbir Ahmed",Sanam Teri Kasam
",Sonali Bendre,Akshaye Khanna,Danny Dengzongpa",Dahek
",Mini Mathur,Prachi Desai,Chitrangada Singh,Sridevi,Stevie Wonder",I Me aur Main
",Anupam Kher,Raza Murad,Kader Khan,Aruna Irani,Sadashiv Amrapurkar",Hum Hain Kamaal Ke
,Shaitani Ilaaka
",Feroz Khan",Janasheen
",Rohit Shetty,Anushka Shetty,Ajay Devgan,Kajal Aggarwal",Singham
",Martin Luther King Jr.,Adam Clayton Powell Jr,T. R. M. Howard",Satyagraha
",Arbaaz Khan,Tara Sharma,Salman Khan,Malaika Arora,Johnny Lever,Ramesh Aravind,Anu Prabhakar,Marilyn Monroe,Tom Ewell",Prem Kaa Game
",Raj Kapoor,Bindiya Goswami,A.K. Hangal",Chala Murari Hero Banne
",Shah Rukh Khan,Aditya Chopra,Yash Chopra,Anushka Sharma,Raj Kapoor",Rab Ne Bana Di Jodi
",Mehul Kumar,Alok Nath,Akshay Kumar,Rajni,Suresh Oberoi,Farida Jalal,Mukesh Rishi,Karishma Kapoor,Naseeruddin Shah",Lahu Ke Do Rang
",Arya Babbar,Pulkit Samrat,Farhan Akhtar,Ritesh Sidhwani",Bangistan
",Kiran Kumar",Chahoonga Main Tujhe
",Nargis Nasreen,Sandhya Mridul,Tannishtha Chatterjee,Sarah-Jane Dias",Angry Indian Goddesses
",Bobby Deol,Upen Patel,Kangana Ranaut,Suneel Darshan,Himesh Reshammiya",Shakalaka Boom Boom
",Ashok Kumar,Randhir Kapoor,Dara Singh,Raj Kapoor,Rekha,Kishore Kumar,R.D. Burman,Majrooh Sultanpuri",Dharam Karam
",Saif Ali Khan,Shah Rukh Khan,Mamta Kulkarni",Aashiq Awara
",V. Shantaram,Ranjana Deshmukh,Yunus Parvez,Padmini Kolhapure",Jhanjhaar
",Saif Ali Khan,Ashok,Ashok,Ram Kapoor,Bipasha Basu,Satish Shah,Darshan Jariwala,Chunkey Pandey,Vashu Bhagnani,Y. M. Raj,Neeraj Shridhar",Humshakals
",Hema Malini,Rati Agnihotri,Sridevi",Farz Aur Kanoon
",Kalki Koechlin,Vidya Balan,Revathi",Margarita with a Straw
",Ali Rizwan Mohhamad Dokeer Khan,Shashi Kapoor,Shammi Kapoor,Rishi Kapoor,Ali,Dimple Kapadia,Ariadna Shengelaya,Saeed Jaffrey,Dara Singh",Ajooba
",Randeep Hooda,Emraan Hashmi,Mahesh Bhatt",Jannat 2
",Chris Crawford,Ludwig Wittgenstein,Stanley Fish,Greg Costikyan",Game
",Sir John Marshall",Shiva
,Hostel
",Shahrukh Khan,Laila Mehdin,Salman Khan,Ashok Mishra,Anu Malik",Dushman Duniya Ka
",Sanjeev Kumar,Vinod Khanna,Om Prakash",Chowkidar
",Feroz Khan,Vinod Khanna,Aditya Pancholi,Madhuri Dixit",Dayavan
",Aashish Chaudhary,Amrita Arora,Dino Morea,Yash Tonk,Rahul Dev,Sunil Shetty,Dia Mirza,Ashmit Patel,Zayed Khan,Kulbhushan Kharbanda,Neha Dhupia,Ravi Walia",Fight Club  Members Only
",Sanjay Dutt,Sanjay Gandhi,Sanjay Leela Bhansali,Sanjay Kapoor,Sanjay Gupta,Sanjay Manjrekar,Sanjay Khan,Sanjay Subrahmanyan,Sanjay Suri,Sanjay Singh,Sanjaya Malakar,Indira Gandhi,Anil Kapoor",Sapnay
",Shah Rukh Khan,Yash Chopra,Aamir Khan,Sunny Deol,Anupam Kher,Juhi Chawla,Dalip Tahil,Tanvi Azmi,Rishi Kapoor,Jackie Shroff,Nitish Bharadwaj,Sanjay Dutt,Ajay Devgan,Anand Bakshi,Sonali Bendre,Upendra",Darr
",Sanjay Dutt,Sunil Shetty,Anup Soni,Naseeruddin Shah,Diya Mirza",Dus Kahaniyaan
",Ravi Chopra,Dilip Kumar,Raj Babbar,B. R. Chopra,Padmini Kolhapure,Rati Agnihotri,Nikaah Salma Agha,Madan Puri,Suresh Oberoi,Rakhee Gulzar",Mazdoor
",Raghuvir Yadav,Rati Agnihotri,Aarti Chhabria,Deepak Anand,Kim Sharma",Tumse Achcha Kaun Hai
,Ghulam
",Salman Khan,Sushmita Sen,Dia Mirza,Sharat Saxena,Sadashiv Amrapurkar,Alok Nath,Mukesh Rishi",Tumko Na Bhool Paayenge
",Shatrughan Sinha,Amjad Khan,Kader Khan,Vinod Mehra,Ashok Kumar,Bindiya Goswami,Shakti Kapoor,Parveen Babi",Chor Police
,Tulsi
",Thakur Vikram Singh,Ram,Feroz Khan,Parveen Babi,Rekha",Khoon Aur Paani
",Jaidev",Dahleez
",Madhuri Dixit,Jackie Shroff,Amitabh Bachchan,Subhash Ghai,Anand Bakshi,Yash Chopra,Rajinikanth,Sanjeev Kumar,Shashi Kapoor",Uttar Dakshin
",Iqbal Khan,Anand Suryavanshi",Waaris
",Bipasha Basu,R. Madhavan,Faisal Saif,Milind Soman,Dipannita Sharma,Shabbir Ahmed",Jodi Breakers
",Rajesh Khanna,Shakti Samanta,Vinod Mehra,Simple Kapadia,Kishore Kumar,Ashok Kumar,Dimple Kapadia,Anand Bakshi,Mohammad Rafi,Nirupa Roy,R.D. Burman",Anurodh
",Shashi Kapoor,Kunal Kapoor,Amrish Puri,Supriya Pathak,Dina Pathak,Govind Nihalani,Rekha,Shafi Inamdar",Vijeta
",Sonam Kapoor,Shashanka Ghosh,Ratna Pathak,Anil Kapoor,Kirron Kher,Sneha Khanwalkar",Khoobsurat
",Saif Ali Khan,Neelam Kothari,Salman Khan,Karisma Kapoor,Sonali Bendre,Alok Nath,Reema Lagoo",Hum Saath-Saath Hain: We Stand United
",Ram,Farah Naaz,Rishi Kapoor,Ashok Saraf,Kader Khan,Shashikala,Bappi Lahiri,Aruna Irani,Majrooh Sultanpuri,Anita Raj",Ghar Ghar Ki Kahani
",Deepa Mehta,Zinedine Zidane,John Abraham",Little Zizou
",Rajesh Khanna,Shabana Azmi,Naseeruddin Shah,Jayasudha,Madan Puri,Amitabh Bachchan,Hema Malini",Avtaar
