Charc,Movie,NewChar
",Rani Mukerji,Saif Ali Khan,Javed Jaffrey,Siddharth Anand,Javed Akhtar,Victor Banerjee,Will Ferrell",Ta Ra Rum Pum,"['Rani Mukerji', 'Saif Ali Khan', 'Javed Jaffrey', 'Siddharth Anand', 'Javed Akhtar', 'Victor Banerjee', 'Will Ferrell']"
",Nimmi,Gul Panag,Raima Sen,Abhay Deol,Roman Polanski,Jack Nicholson,Raghu",Manorama Six Feet Under,"['Nimmi', 'Gul Panag', 'Raima Sen', 'Abhay Deol', 'Roman Polanski', 'Jack Nicholson', 'Raghu']"
",Anupam Kher,Urmila Matondkar,Jahnu Barua,Parvin Dabas",Maine Gandhi Ko Nahin Mara,"['Anupam Kher', 'Urmila Matondkar', 'Jahnu Barua', 'Parvin Dabas']"
",Minissha Lamba,Yashpal Sharma,Jimmy Shergill,Anupama Chopra,Shantanu Moitra,Gulzar",Yahaan,"['Minissha Lamba', 'Yashpal Sharma', 'Jimmy Shergill', 'Anupama Chopra', 'Shantanu Moitra', 'Gulzar']"
",Smita Patil,Naseeruddin Shah,Ketan Mehta,Suresh Oberoi,Mohan Gokhale,Benjamin Gilani",Mirch Masala,"['Smita Patil', 'Naseeruddin Shah', 'Ketan Mehta', 'Suresh Oberoi', 'Mohan Gokhale', 'Benjamin Gilani']"
",Janak Singh,Rajesh Khanna,Hema Malini,Vinod Khanna,Raaj Kumar,Kishore Kumar,Parveen Sultana,Priya Rajvansh,Majrooh Sultanpuri",Kudrat,"['Janak Singh', 'Rajesh Khanna', 'Hema Malini', 'Vinod Khanna', 'Raaj Kumar', 'Kishore Kumar', 'Parveen Sultana', 'Priya Rajvansh', 'Majrooh Sultanpuri']"
",Farooq Sheikh,Salman Khan,Rekha,Kader Khan,Asrani",Biwi Ho To Aisi,"['Farooq Sheikh', 'Salman Khan', 'Rekha', 'Kader Khan', 'Asrani']"
",Aftab Shivdasani",Mr Ya Miss,['Aftab Shivdasani']
",Sohail Khan,Ekta Kapoor,Anita Hassanandani,Shobha Kapoor,Kabir,Rajendranath Zutshi,Anu Malik,Hiten Tejwani,Rati Agnihotri",Krishna Cottage,"['Sohail Khan', 'Ekta Kapoor', 'Anita Hassanandani', 'Shobha Kapoor', 'Kabir', 'Rajendranath Zutshi', 'Anu Malik', 'Hiten Tejwani', 'Rati Agnihotri']"
",Gordon Melton",Shaitan,['Gordon Melton']
",John Abraham,Dolly Ahluwalia,Annu Kapoor,Sumanth",Vicky Donor,"['John Abraham', 'Dolly Ahluwalia', 'Annu Kapoor', 'Sumanth']"
",Mansoor Khan,Ashutosh Gowariker,Aamir Khan,Sunny Deol",Lagaan: Once Upon a Time in India,"['Mansoor Khan', 'Ashutosh Gowariker', 'Aamir Khan', 'Sunny Deol']"
",Shashi Kapoor,Kunal Kapoor,Annu Kapoor,Sanjana Kapoor,Shekhar Suman,Amitabh Bachchan,Girish Karnad,Anuradha Patel,Suresh Wadkar,Shankar Nag,Asha Bhosle,Anuradha Paudwal,Kulbhushan Kharbanda,Anupam Kher,Neena Gupta,Amjad Khan,Lata Mangeshkar",Utsav,"['Shashi Kapoor', 'Kunal Kapoor', 'Annu Kapoor', 'Sanjana Kapoor', 'Shekhar Suman', 'Amitabh Bachchan', 'Girish Karnad', 'Anuradha Patel', 'Suresh Wadkar', 'Shankar Nag', 'Asha Bhosle', 'Anuradha Paudwal', 'Kulbhushan Kharbanda', 'Anupam Kher', 'Neena Gupta', 'Amjad Khan', 'Lata Mangeshkar']"
",Smita Patil,Girish Karnad,Nana Patekar",Sutradhar,"['Smita Patil', 'Girish Karnad', 'Nana Patekar']"
",Rajendra Kumar,Prem Chopra,Rajendra Nath",Aap Aye Bahaar Ayee,"['Rajendra Kumar', 'Prem Chopra', 'Rajendra Nath']"
",Raveena Tandon,Shah Rukh Khan,Kiran Kumar,Amit Kumar",Yeh Lamhe Judaai Ke,"['Raveena Tandon', 'Shah Rukh Khan', 'Kiran Kumar', 'Amit Kumar']"
",Jeetendra,Bappi Lahiri,Jaya Prada,Kader Khan",Pataal Bhairavi,"['Jeetendra', 'Bappi Lahiri', 'Jaya Prada', 'Kader Khan']"
",Sharman Joshi,Karan Singh Grover,Vikram Bhatt,Priyanshu Chatterjee,Gurmeet Choudhary,Salman Khan",Hate Story 3,"['Sharman Joshi', 'Karan Singh Grover', 'Vikram Bhatt', 'Priyanshu Chatterjee', 'Gurmeet Choudhary', 'Salman Khan']"
",Rajendra Kumar,Reena Roy,Asha Parekh,Vasant Desai,Ravikant Nagaich,Satyendra Kapoor,Neetu Singh,Feroz Khan",Rani Aur Lalpari,"['Rajendra Kumar', 'Reena Roy', 'Asha Parekh', 'Vasant Desai', 'Ravikant Nagaich', 'Satyendra Kapoor', 'Neetu Singh', 'Feroz Khan']"
",Juhi Chawla,Aamir Khan,Mahesh Bhatt,Tahir Hussain,Alka Yagnik,Kunal Khemu",Hum Hain Rahi Pyar Ke,"['Juhi Chawla', 'Aamir Khan', 'Mahesh Bhatt', 'Tahir Hussain', 'Alka Yagnik', 'Kunal Khemu']"
",Aamir Khan,Imran Khan,Abbas Tyrewala,Mansoor Khan,Genelia D'Souza,A. R. Rahman,Rashid Ali",Jaane Tu... Ya Jaane Na,"['Aamir Khan', 'Imran Khan', 'Abbas Tyrewala', 'Mansoor Khan', ""Genelia D'Souza"", 'A. R. Rahman', 'Rashid Ali']"
",Amrita Singh,Bobby Deol,Sunny Deol,Simple Kapadia,Lala Lajpatrai,Rajkumar Santoshi",23rd March 1931: Shaheed,"['Amrita Singh', 'Bobby Deol', 'Sunny Deol', 'Simple Kapadia', 'Lala Lajpatrai', 'Rajkumar Santoshi']"
",Shahrukh Khan,Amitabh Bachchan,Hema Malini,Salim Khan,Ravi Chopra,Javed Akhtar,Mahima Chaudhry,Samir Soni,Saif Ali Khan,Rimi Sen,Jaya Pradha,Lilette Dubey,Paresh Rawal,Juhi Chawla,Aadesh Shrivastava,Suman Ranganathan",Baghban,"['Shahrukh Khan', 'Amitabh Bachchan', 'Hema Malini', 'Salim Khan', 'Ravi Chopra', 'Javed Akhtar', 'Mahima Chaudhry', 'Samir Soni', 'Saif Ali Khan', 'Rimi Sen', 'Jaya Pradha', 'Lilette Dubey', 'Paresh Rawal', 'Juhi Chawla', 'Aadesh Shrivastava', 'Suman Ranganathan']"
",Sardar Khan,Nawazuddin Siddiqui,Sergio Leone,Nagma,Durga,Tigmanshu Dhulia",Gangs of Wasseypur  Part 2,"['Sardar Khan', 'Nawazuddin Siddiqui', 'Sergio Leone', 'Nagma', 'Durga', 'Tigmanshu Dhulia']"
",Javed Jaffrey,Aditya Pancholi,Sangeeta Bijlani",Shiv Ram,"['Javed Jaffrey', 'Aditya Pancholi', 'Sangeeta Bijlani']"
",Anu Malik,Veena Malik,Shriya Saran,Akshaye Khanna",Gali Gali Chor Hai,"['Anu Malik', 'Veena Malik', 'Shriya Saran', 'Akshaye Khanna']"
",Shashi Kapoor,Amitabh Bachchan,Kader Khan,Hema Malini,Ram,Shreeram Lagoo,Parveen Babi,Rajesh Roshan",Do Aur Do Paanch,"['Shashi Kapoor', 'Amitabh Bachchan', 'Kader Khan', 'Hema Malini', 'Ram', 'Shreeram Lagoo', 'Parveen Babi', 'Rajesh Roshan']"
",Rahul Roy,Ranjeet",Ghazab Tamasha,"['Rahul Roy', 'Ranjeet']"
",Jackie Shroff,Dimple Kapadia,Sharat Saxena,Sadashiv Amrapurkar,Upasana Singh,Gulshan Grover",2001: Do Hazaar Ek,"['Jackie Shroff', 'Dimple Kapadia', 'Sharat Saxena', 'Sadashiv Amrapurkar', 'Upasana Singh', 'Gulshan Grover']"
",Naseeruddin Shah,Paresh Rawal,Annu Kapoor,Shah,Omid Djalili",Dharam Sankat,"['Naseeruddin Shah', 'Paresh Rawal', 'Annu Kapoor', 'Shah', 'Omid Djalili']"
",Vishal Bhardwaj,Arya Babbar,Mao Tse Tung,Shabana Azmi,Rekha Bhardwaj,Anushka Sharma,Anupama Chopra,Sukhwinder Singh",Matru Ki Bijlee Ka Mandola,"['Vishal Bhardwaj', 'Arya Babbar', 'Mao Tse Tung', 'Shabana Azmi', 'Rekha Bhardwaj', 'Anushka Sharma', 'Anupama Chopra', 'Sukhwinder Singh']"
",Jeetendra,Prem Chopra,Shakti Kapoor,Anu Malik,Chiranjeevi",Dav Pech,"['Jeetendra', 'Prem Chopra', 'Shakti Kapoor', 'Anu Malik', 'Chiranjeevi']"
",Anupam Kher,Paresh Rawal,Anil Kapoor,Madhuri Dixit",Jeevan Ek Sanghursh,"['Anupam Kher', 'Paresh Rawal', 'Anil Kapoor', 'Madhuri Dixit']"
",Mohit Suri,Mahesh Bhatt,Bhushan Kumar,Madhur Bhandarkar,Anupama Chopra",Aashiqui 2,"['Mohit Suri', 'Mahesh Bhatt', 'Bhushan Kumar', 'Madhur Bhandarkar', 'Anupama Chopra']"
",Sunil Dutt,Reena Roy,Durga,Rajkumar Kohli,Jeetendra,Smita Patil",Badle Ki Aag,"['Sunil Dutt', 'Reena Roy', 'Durga', 'Rajkumar Kohli', 'Jeetendra', 'Smita Patil']"
",Paresh Rawal,Kim Sharma,Rahul Dholakia",Kehtaa Hai Dil Baar Baar,"['Paresh Rawal', 'Kim Sharma', 'Rahul Dholakia']"
",Shashi Kapoor,Anil Sharma,Zeenat Aman",Bandhan Kuchchey Dhaagon Ka,"['Shashi Kapoor', 'Anil Sharma', 'Zeenat Aman']"
",Rajiv Rai,Paresh Rawal,Kajol,Manisha Koirala,Bobby Deol,Prem Chopra,Sharat Saxena,Raj Babbar,Anand Bakshi,Dalip Tahil,Priya Tendulkar",Gupt: The Hidden Truth,"['Rajiv Rai', 'Paresh Rawal', 'Kajol', 'Manisha Koirala', 'Bobby Deol', 'Prem Chopra', 'Sharat Saxena', 'Raj Babbar', 'Anand Bakshi', 'Dalip Tahil', 'Priya Tendulkar']"
",Sudhir Mishra,Rajendra Gupta",Main Zinda Hoon,"['Sudhir Mishra', 'Rajendra Gupta']"
",Akshay Kumar,Snoop Dogg,Katrina Kaif,Kirron Kher,Anees Bazmee,Frank Capra,Jackie Chan,Ranvir Shorey,Sonu Sood,Shreya Ghoshal",Singh Is Kinng,"['Akshay Kumar', 'Snoop Dogg', 'Katrina Kaif', 'Kirron Kher', 'Anees Bazmee', 'Frank Capra', 'Jackie Chan', 'Ranvir Shorey', 'Sonu Sood', 'Shreya Ghoshal']"
",Vidya Balan,Dia Mirza,Rajendra Gupta,Supriya Pathak,Arjan Bajwa,Tanvi Azmi,Shreya Ghoshal,Shantanu Moitra,Swanand Kirkire,Kiran Kumar",Bobby Jasoos,"['Vidya Balan', 'Dia Mirza', 'Rajendra Gupta', 'Supriya Pathak', 'Arjan Bajwa', 'Tanvi Azmi', 'Shreya Ghoshal', 'Shantanu Moitra', 'Swanand Kirkire', 'Kiran Kumar']"
",Kabir Sagar,Sai Paranjpye,Raghubir Yadav",Papeeha,"['Kabir Sagar', 'Sai Paranjpye', 'Raghubir Yadav']"
",Yash Tonk,Tusshar Kapoor,Rishi Kapoor,Esha Deol,Anita Hassanandani,Anurag Basu,Anu Malik,Jeetendra",Kucch To Hai,"['Yash Tonk', 'Tusshar Kapoor', 'Rishi Kapoor', 'Esha Deol', 'Anita Hassanandani', 'Anurag Basu', 'Anu Malik', 'Jeetendra']"
",Gulshan Grover,Paresh Rawal,Ashish Vidyarthi,Mohammad Iqbal Khan,Anuj Sawhney,Amitabh Bachchan",Fun 2shh: Dudes in the 10th Century,"['Gulshan Grover', 'Paresh Rawal', 'Ashish Vidyarthi', 'Mohammad Iqbal Khan', 'Anuj Sawhney', 'Amitabh Bachchan']"
",Basu Chatterjee,Amol Palekar,Tarachand Barjatya,Ramesh Aravind,Ravindra Jain,Subhash Ghai,Suresh Gopi,K. J. Yesudas,Mahima Chaudhry,Sooraj R. Barjatya",Chitchor,"['Basu Chatterjee', 'Amol Palekar', 'Tarachand Barjatya', 'Ramesh Aravind', 'Ravindra Jain', 'Subhash Ghai', 'Suresh Gopi', 'K. J. Yesudas', 'Mahima Chaudhry', 'Sooraj R. Barjatya']"
",Anupama Chopra",Haunted  3D,['Anupama Chopra']
",Sanjay Dutt,Afzal Khan,Madhuri Dixit",Mahaanta,"['Sanjay Dutt', 'Afzal Khan', 'Madhuri Dixit']"
",Kajol,Harish Patel,Meg Ryan,Kevin Kline,Kashmira Shah",Pyaar To Hona Hi Tha,"['Kajol', 'Harish Patel', 'Meg Ryan', 'Kevin Kline', 'Kashmira Shah']"
",Raveena Tandon,Karishma Kapoor,Salman Khan,Paresh Rawal,Aamir Khan,Shakti Kapoor,Rajkumar Santoshi,Shehzad Khan",Andaz,"['Raveena Tandon', 'Karishma Kapoor', 'Salman Khan', 'Paresh Rawal', 'Aamir Khan', 'Shakti Kapoor', 'Rajkumar Santoshi', 'Shehzad Khan']"
",Durga,Akshay Kumar,Sridevi,Kiran Kumar,Anupam Kher,Gulshan Grover",Meri Biwi Ka Jawab Nahin,"['Durga', 'Akshay Kumar', 'Sridevi', 'Kiran Kumar', 'Anupam Kher', 'Gulshan Grover']"
",Anupam Kher,Shikha Swaroop,Mithun Chakraborty,Shakti Kapoor,Mohanlal,Shafi Inamdar",Pyar Hua Chori Chori,"['Anupam Kher', 'Shikha Swaroop', 'Mithun Chakraborty', 'Shakti Kapoor', 'Mohanlal', 'Shafi Inamdar']"
",Uday Chopra,Priyanka Chopra,Dino Morea,Anupam Kher,Jugal Hansraj",Pyaar Impossible!,"['Uday Chopra', 'Priyanka Chopra', 'Dino Morea', 'Anupam Kher', 'Jugal Hansraj']"
",Geeta Basra,Dr Zeus",Second Hand Husband,"['Geeta Basra', 'Dr Zeus']"
",Rinke Khanna,Dino Morea,Sanjay Suri",Pyaar Mein Kabhi Kabhi,"['Rinke Khanna', 'Dino Morea', 'Sanjay Suri']"
",Akshay Kumar,Anu Malik,Bipasha Basu,Himesh Reshammiya,Anil Kapoor,Katrina Kaif,Bhushan Kumar,Raj Kanwar",Humko Deewana Kar Gaye,"['Akshay Kumar', 'Anu Malik', 'Bipasha Basu', 'Himesh Reshammiya', 'Anil Kapoor', 'Katrina Kaif', 'Bhushan Kumar', 'Raj Kanwar']"
",Ram,Jeetendra,Rekha",Ek Hi Bhool,"['Ram', 'Jeetendra', 'Rekha']"
",Kiran Kumar,Dev Anand,Javed Jaffrey,Aashif Sheikh,Kader Khan,Hema Malini",Aman Ke Farishtey,"['Kiran Kumar', 'Dev Anand', 'Javed Jaffrey', 'Aashif Sheikh', 'Kader Khan', 'Hema Malini']"
",Anand Raj Anand,Manisha Koirala,Jai Prakash,Sharad Kapoor,Aryan Vaid,Preeti Jhangiani",Chaahat  Ek Nasha,"['Anand Raj Anand', 'Manisha Koirala', 'Jai Prakash', 'Sharad Kapoor', 'Aryan Vaid', 'Preeti Jhangiani']"
",Aurangzeb,Shah Jahan,Guru Gobind Singh,Akbar",Aurangzeb,"['Aurangzeb', 'Shah Jahan', 'Guru Gobind Singh', 'Akbar']"
",Mithun Chakraborty,Sarika",Ghamandee,"['Mithun Chakraborty', 'Sarika']"
",Balraj Sahni,Kishore Kumar,Parikshit Sahni,Rafi Sahab",Pavitra Paapi,"['Balraj Sahni', 'Kishore Kumar', 'Parikshit Sahni', 'Rafi Sahab']"
",Kiron Kher,Vanraj Bhatia,Rajeshwari Sachdev,Javed Akhtar,Amrish Puri,Shyam Benegal,Rajit Kapur",Sardari Begum,"['Kiron Kher', 'Vanraj Bhatia', 'Rajeshwari Sachdev', 'Javed Akhtar', 'Amrish Puri', 'Shyam Benegal', 'Rajit Kapur']"
",Jon Bon Jovi,Richie Sambora,Bob Seger",Wanted: Dead or Alive,"['Jon Bon Jovi', 'Richie Sambora', 'Bob Seger']"
",Farhan Akhtar,Shah Rukh Khan,Priyanka Chopra,Boman Irani,Arjun Rampal,Kareena Kapoor,Amitabh Bachchan",Don: The Chase Begins Again,"['Farhan Akhtar', 'Shah Rukh Khan', 'Priyanka Chopra', 'Boman Irani', 'Arjun Rampal', 'Kareena Kapoor', 'Amitabh Bachchan']"
",Bipasha Basu,Emraan Hashmi,Vikram Bhatt,Pooja Bhatt,Dino Morea,Mahesh Bhatt",Raaz 3,"['Bipasha Basu', 'Emraan Hashmi', 'Vikram Bhatt', 'Pooja Bhatt', 'Dino Morea', 'Mahesh Bhatt']"
",Farhan Akhtar,Hrithik Roshan,Katrina Kaif,Javed Akhtar,Abhay Deol,Imran Khan,Kalki Koechlin,Kabir",Zindagi Na Milegi Dobara,"['Farhan Akhtar', 'Hrithik Roshan', 'Katrina Kaif', 'Javed Akhtar', 'Abhay Deol', 'Imran Khan', 'Kalki Koechlin', 'Kabir']"
",Prem Chopra,Ashok Kumar,Padmini Kolhapure,Mithun Chakraborty,Deven Verma,Nirupa Roy,Sadashiv Amrapurkar,Aruna Irani,Kader Khan,Shafi Inamdar",Dana Paani,"['Prem Chopra', 'Ashok Kumar', 'Padmini Kolhapure', 'Mithun Chakraborty', 'Deven Verma', 'Nirupa Roy', 'Sadashiv Amrapurkar', 'Aruna Irani', 'Kader Khan', 'Shafi Inamdar']"
",Hrithik Roshan,Sanjay Dutt,Priyanka Chopra,Karan Johar,Rishi Kapoor,Amitabh Bachchan,Katrina Kaif,Hiroo Yash Johar,Harivansh Rai Bachchan",Agneepath,"['Hrithik Roshan', 'Sanjay Dutt', 'Priyanka Chopra', 'Karan Johar', 'Rishi Kapoor', 'Amitabh Bachchan', 'Katrina Kaif', 'Hiroo Yash Johar', 'Harivansh Rai Bachchan']"
",Shah Rukh Khan,Irrfan Khan,Lara Dutta,Kareena Kapoor,Rajpal Yadav,Deepika Padukone,Priyanka Chopra,Abhijeet Bhattacharya,Asrani,Akshay Kumar",Billu,"['Shah Rukh Khan', 'Irrfan Khan', 'Lara Dutta', 'Kareena Kapoor', 'Rajpal Yadav', 'Deepika Padukone', 'Priyanka Chopra', 'Abhijeet Bhattacharya', 'Asrani', 'Akshay Kumar']"
",Camilla Belle,Rob Lowe,Akshay Kumar,Robert Lieberman,Anupam Kher,Ludacris,Paul Gross,Russell Peters,Jassi Sidhu,Sandeep Chowta",Speedy Singhs,"['Camilla Belle', 'Rob Lowe', 'Akshay Kumar', 'Robert Lieberman', 'Anupam Kher', 'Ludacris', 'Paul Gross', 'Russell Peters', 'Jassi Sidhu', 'Sandeep Chowta']"
",Shruti Haasan,Riya,Sonu Sood,Atif Aslam,Prabhu Deva,Shreya Ghoshal,Poonam Dhillon",Ramaiya Vastavaiya,"['Shruti Haasan', 'Riya', 'Sonu Sood', 'Atif Aslam', 'Prabhu Deva', 'Shreya Ghoshal', 'Poonam Dhillon']"
",Sanjay Leela Bhansali",Jo Hum Chahein,['Sanjay Leela Bhansali']
",Upasana Singh,Reema Sen,Mohanlal,Rajpal Yadav,Murli Sharma",Chal Chala Chal,"['Upasana Singh', 'Reema Sen', 'Mohanlal', 'Rajpal Yadav', 'Murli Sharma']"
",Sonam Kapoor,A. R. Rahman,Abhay Deol,Shahid Kapoor",Raanjhanaa,"['Sonam Kapoor', 'A. R. Rahman', 'Abhay Deol', 'Shahid Kapoor']"
",Sridevi",Lakshya,['Sridevi']
",Frank Hyneman Knight,Bernard Madoff",Risk,"['Frank Hyneman Knight', 'Bernard Madoff']"
",Manisha Koirala,Krzysztof Kieślowski,Ranvir Shorey",Ek Chotisi Love Story,"['Manisha Koirala', 'Krzysztof Kieślowski', 'Ranvir Shorey']"
",Kabir Walia,Jaidev,Vikram Bhatt,Gurmeet Choudhary,Mahesh Bhatt,Fazal",Khamoshiyan: Silences Have Secrets,"['Kabir Walia', 'Jaidev', 'Vikram Bhatt', 'Gurmeet Choudhary', 'Mahesh Bhatt', 'Fazal']"
",Sulakshana Pandit,Sanjeev Kumar,Neetu Singh,Amjad Khan,Soni,Sher Khan,Ravi Tandon",Waqt Ki Deewar,"['Sulakshana Pandit', 'Sanjeev Kumar', 'Neetu Singh', 'Amjad Khan', 'Soni', 'Sher Khan', 'Ravi Tandon']"
",Konkona Sen Sharma,Ekta Kapoor,Vishal Bhardwaj,Kalki Koechlin,Emraan Hashmi,Rekha Bhardwaj,Shobha Kapoor",Ek Thi Daayan,"['Konkona Sen Sharma', 'Ekta Kapoor', 'Vishal Bhardwaj', 'Kalki Koechlin', 'Emraan Hashmi', 'Rekha Bhardwaj', 'Shobha Kapoor']"
",Biren Nag,Daphne du Maurier,Lalita Pawar,Alfred Hitchcock,Waheeda Rehman,Hemant Kumar,Guru Dutt,Kaifi Azmi",Kohraa,"['Biren Nag', 'Daphne du Maurier', 'Lalita Pawar', 'Alfred Hitchcock', 'Waheeda Rehman', 'Hemant Kumar', 'Guru Dutt', 'Kaifi Azmi']"
",Manisha Koirala",Paisa Vasool,['Manisha Koirala']
",Usha Khanna,Feroz Khan,Deven Verma,Tanuja",Aaja Sanam,"['Usha Khanna', 'Feroz Khan', 'Deven Verma', 'Tanuja']"
",Deven Verma,Rekha,Shreeram Lagoo,Kaifi Azmi,Sahir Ludhianvi",Deedar-E-Yaar,"['Deven Verma', 'Rekha', 'Shreeram Lagoo', 'Kaifi Azmi', 'Sahir Ludhianvi']"
",Shilpa Shukla,Rajesh Vivek",Mumbai Mast Kallander,"['Shilpa Shukla', 'Rajesh Vivek']"
",L. V. Prasad,Rajesh Roshan,Reena Roy,Bindiya Goswami",Jay Vejay,"['L. V. Prasad', 'Rajesh Roshan', 'Reena Roy', 'Bindiya Goswami']"
",Anubhav Sinha,Kareena Kapoor,Arjun Rampal,Shahrukh Khan,Dalip Tahil,Shahana Goswami",Ra.One,"['Anubhav Sinha', 'Kareena Kapoor', 'Arjun Rampal', 'Shahrukh Khan', 'Dalip Tahil', 'Shahana Goswami']"
",Arjun Rampal,Naseeruddin Shah,Priyanka Chopra,Dipannita Sharma,Sharat Saxena",Asambhav,"['Arjun Rampal', 'Naseeruddin Shah', 'Priyanka Chopra', 'Dipannita Sharma', 'Sharat Saxena']"
",Shilpa Anand",Bloody Isshq,['Shilpa Anand']
",Amitabh Bachchan,Pran,Amrish Puri,Madan Puri,Prem Chopra,Hema Malini,Danny Denzongpa,Reena Roy,Rajnikanth,Inspector Durga Devi,S. A. Chandrasekhar,Dharmendra,Javed Akhtar,T. Rama Rao",Andha Kanoon,"['Amitabh Bachchan', 'Pran', 'Amrish Puri', 'Madan Puri', 'Prem Chopra', 'Hema Malini', 'Danny Denzongpa', 'Reena Roy', 'Rajnikanth', 'Inspector Durga Devi', 'S. A. Chandrasekhar', 'Dharmendra', 'Javed Akhtar', 'T. Rama Rao']"
",Ashton Kutcher,Brittany Murphy,Robert Simonds,Shawn Levy,Sam Harper,Roger Ebert",Just Married,"['Ashton Kutcher', 'Brittany Murphy', 'Robert Simonds', 'Shawn Levy', 'Sam Harper', 'Roger Ebert']"
",Salman Khan,Sohail Khan,Amitabh Bachchan,Priyanka Chopra,Jim Carrey,Shabbir Ahmed",God Tussi Great Ho,"['Salman Khan', 'Sohail Khan', 'Amitabh Bachchan', 'Priyanka Chopra', 'Jim Carrey', 'Shabbir Ahmed']"
",Durga Puja,Vyasa",Dharma,"['Durga Puja', 'Vyasa']"
",Dasari Narayana Rao,Dimple Kapadia,Jeetendra,Sridevi",Zakhmi Sher,"['Dasari Narayana Rao', 'Dimple Kapadia', 'Jeetendra', 'Sridevi']"
",Nikolai Gogol,Jhumpa Lahiri,Mira Nair,Sooni Taraporevala",The Namesake,"['Nikolai Gogol', 'Jhumpa Lahiri', 'Mira Nair', 'Sooni Taraporevala']"
",Tusshar Kapoor,Ram Kapoor,Amrita Rao,Harindranath Chattopadhyay",Love U...Mr. Kalakaar!,"['Tusshar Kapoor', 'Ram Kapoor', 'Amrita Rao', 'Harindranath Chattopadhyay']"
",Jeetendra,Reena Roy",Jeeo Aur Jeene Do,"['Jeetendra', 'Reena Roy']"
",Mahesh Manjrekar,Madhuri Dixit,Smita Jaykar,Namrata Shirodkar",Astitva,"['Mahesh Manjrekar', 'Madhuri Dixit', 'Smita Jaykar', 'Namrata Shirodkar']"
",Shabbir Ahmed",Badmashiyaan,['Shabbir Ahmed']
",Jaya Prada,Jeetendra,Sobhan Babu,Vanisri,Dr. Vishnuvardhan",Sanjog,"['Jaya Prada', 'Jeetendra', 'Sobhan Babu', 'Vanisri', 'Dr. Vishnuvardhan']"
",Kabir,Ranvir Shorey,Mallika Sherawat,Pritish Nandy,Anu Malik",Ugly Aur Pagli,"['Kabir', 'Ranvir Shorey', 'Mallika Sherawat', 'Pritish Nandy', 'Anu Malik']"
",Dimple Kapadia,Jackie Shroff,Mahesh Bhatt,Arshad Warsi,Rajesh Roshan,Kishore Kumar,Anupam Kher",Kaash,"['Dimple Kapadia', 'Jackie Shroff', 'Mahesh Bhatt', 'Arshad Warsi', 'Rajesh Roshan', 'Kishore Kumar', 'Anupam Kher']"
",Feroz Khan,Saira Banu,Dharmendra",International Crook,"['Feroz Khan', 'Saira Banu', 'Dharmendra']"
",Inspector Neeraj Kumar,Hema Malini,Bappi Lahiri,Jeetendra,Shatrughan Sinha,K. S. R. Das,Vijayashanti",Mulzim,"['Inspector Neeraj Kumar', 'Hema Malini', 'Bappi Lahiri', 'Jeetendra', 'Shatrughan Sinha', 'K. S. R. Das', 'Vijayashanti']"
",Peter Dickinson,Gabriel Narutowicz,John Selden",16-Dec,"['Peter Dickinson', 'Gabriel Narutowicz', 'John Selden']"
",Devendra Goel,Deven Verma,Asit Sen,Shatrughan Sinha",Aadmi Sadak Ka,"['Devendra Goel', 'Deven Verma', 'Asit Sen', 'Shatrughan Sinha']"
",Raj Khanna,Kajol,Rishi Kapoor,Pooja Batra,Rati Agnihotri,Shah Rukh Khan,Sunil Shetty,Anu Malik,Parmeet Sethi,Mita Vasisht",Kuch Khatti Kuch Meethi,"['Raj Khanna', 'Kajol', 'Rishi Kapoor', 'Pooja Batra', 'Rati Agnihotri', 'Shah Rukh Khan', 'Sunil Shetty', 'Anu Malik', 'Parmeet Sethi', 'Mita Vasisht']"
",Karan Johar,Amitabh Bachchan,Kajol,Kareena Kapoor,Jaya Bachchan,Shah Rukh Khan,Hrithik Roshan,Yash Johar",Khushi,"['Karan Johar', 'Amitabh Bachchan', 'Kajol', 'Kareena Kapoor', 'Jaya Bachchan', 'Shah Rukh Khan', 'Hrithik Roshan', 'Yash Johar']"
",Vinod Khanna,Anil Sharma,Rajinikanth,Sadashiv Amrapurkar",Farishtay,"['Vinod Khanna', 'Anil Sharma', 'Rajinikanth', 'Sadashiv Amrapurkar']"
",Shivani,Ashok,Shah Rukh Khan,Madhuri Dixit,Deepak Tijori,Inspector Arjun Singh,Tinnu Anand,Yash Chopra,Mohanlal,Atul Agnihotri,Kiran Kumar,Anil Kapoor,Himani Shivpuri",Anjaam,"['Shivani', 'Ashok', 'Shah Rukh Khan', 'Madhuri Dixit', 'Deepak Tijori', 'Inspector Arjun Singh', 'Tinnu Anand', 'Yash Chopra', 'Mohanlal', 'Atul Agnihotri', 'Kiran Kumar', 'Anil Kapoor', 'Himani Shivpuri']"
",Madan Puri,Rekha,Shashi Kapoor,Ravindra Jain,Danny Denzongpa",Chor Machaye Shor,"['Madan Puri', 'Rekha', 'Shashi Kapoor', 'Ravindra Jain', 'Danny Denzongpa']"
",Ashok Mishra,Shyam Benegal,Minissha Lamba,Boman Irani,Anupama Chopra,Sameer Dattani,Shantanu Moitra,Ashok Saraf",Well Done Abba,"['Ashok Mishra', 'Shyam Benegal', 'Minissha Lamba', 'Boman Irani', 'Anupama Chopra', 'Sameer Dattani', 'Shantanu Moitra', 'Ashok Saraf']"
